Clave Municipio,OC Identificada,Colonias
3002,Cártel de Sinaloa,INFONAVIT; Guerrero Negro Centro
3002,Cártel de Sinaloa (Los Guzmán),Guerrero Negro Centro; Punta de Agua; Bahía Tortugas
3002,Cártel de Sinaloa (Los Zambada),Punta de Agua; Bahía Tortugas
3002,Los Querreques,""
3002,Los Solís,Gustavo Diaz Ordaz (Vizcaíno); Villa Alberto Alvarado Aramburo; Nueva Santa Rosalía
3002,Los Venados,Bahía Tortugas
3002,Los Villavicencio,""
3002,Organización criminal de la familia Meza Flores,Guerrero Negro Centro
30021,Cártel Jalisco Nueva Generación,Gral. Miguel Alemán Centro
30021,Cártel de Sinaloa,""
30021,Los Zetas Vieja Escuela,""
30024,Banda de los Ortiz,""
30026,Los 35-Z,""
30027,Los Valencia,""
30028,Cártel Jalisco Nueva Generación,Las Vegas II
3003,Banda del Bebé,Francisco Villa; Guadalupe Victoria; Guerrero; Lázaro Cárdenas; Lienzo Charro; Loma Obrera; Los Olivos; Villas de Guadalupe; Vista Hermosa; Jacinto López; Loma Linda; Márquez de León
3003,Cártel Jalisco Nueva Generación,""
3003,Cártel de Los Arellano Félix,""
3003,Cártel de Los Beltrán Leyva,""
3003,Cártel de Sinaloa,Guerrero; Lázaro Cárdenas; Marquez de Leon; Playa El Saltito; Puerto Chale; Roma; San Pablo Guelatao; Francisco Villa
3003,Cártel de Sinaloa (Los Guzmán),Los Pericues
3003,Cártel de Sinaloa (Los Zambada),El Zacatal; Valle del Mezquite; 8 de Octubre 1a Sección
3003,La Barredora,""
3003,Los Aldos,Valle del Mezquite
3003,Los Arzate,""
3003,Los Cabrera,El Zacatal; 8 de Octubre 1a Sección
3003,Los Eurekas,Roma
3003,Los Primos,""
3003,Los Rusos,""
30032,Cártel del Noreste,""
30032,Los Piña,Don Pedro
30033,Cártel Jalisco Nueva Generación,""
30033,Fuerzas Especiales Grupo Sombra,""
30033,Gestora,""
30034,Cártel de Sinaloa,""
30034,Fuerzas Especiales Grupo Sombra,Tepetzintlilla
30034,Los Zetas Vieja Escuela,""
30038,Cártel Jalisco Nueva Generación,Loma del Suchill; Pacho Viejo
30038,Cártel del Siglo,""
30038,Los 35-Z,""
30039,Cártel Jalisco Nueva Generación,Santa Matha; Las Palmas
30039,Cártel del Noreste,""
30039,Grupo Cobra,""
30039,La Barredora,""
30039,Los Zetas Vieja Escuela,""
30039,Mara Salvatrucha,""
30039,Pueblos Unidos Contra la Delincuencia,""
30039,Sindicato Libertad,""
30039,Tropa del Infierno,""
30040,Fuerzas Especiales Grupo Sombra,""
30040,Grupo X,""
30040,Los 35-Z,""
30040,Los Zetas Vieja Escuela,""
30042,Cártel de Caborca,""
30044,Cártel Jalisco Nueva Generación,San José de Tapia; San Francisco Toxpan
30044,Cártel de Sinaloa,""
30044,Cártel del Noreste,""
30044,Los Zetas Vieja Escuela,""
30044,Tropa del Infierno,""
30045,Cártel Jalisco Nueva Generación,Ciudad Gral. Miguel Alemán
30045,Cártel de Sinaloa,Ciudad Gral. Miguel Alemán
30045,Cártel del Golfo,Ciudad Gral. Miguel Alemán
30045,Los Piña,""
30045,Organización del Compa Playa,""
30046,Banda de los Ortiz,""
30047,Cártel Jalisco Nueva Generación,""
30048,Cártel Jalisco Nueva Generación,Estero del Pantano
30048,Los Zetas Vieja Escuela,""
30049,Gente Nueva,""
30050,Los Pelones,""
30053,Cártel Jalisco Nueva Generación,""
30054,Los Piña,""
30058,Cártel de Sinaloa,""
30058,Los Zetas Vieja Escuela,""
30059,Cártel Jalisco Nueva Generación,""
30059,Los Valencia,""
30059,Los Zetas Vieja Escuela,""
30061,Confederación Autónoma de Trabajadores y Empleados de México (CATEM),""
30061,Cártel Jalisco Nueva Generación,""
30061,Fuerzas Especiales Grupo Sombra,Tepito; El Huapacalito
30061,Los Zetas Vieja Escuela,Agua Dulce Centro
30061,Tropa del Infierno,""
30062,Cártel Jalisco Nueva Generación,""
30065,Cártel Jalisco Nueva Generación,Emiliano Zapata; Palo Gacho; Cerro Gordo
30065,Los 35-Z,""
30068,Cártel Jalisco Nueva Generación,""
30068,Los Piña,""
30069,Cártel Jalisco Nueva Generación,""
30071,Cártel Jalisco Nueva Generación,""
30073,Cártel del Noreste,""
30077,Cártel Jalisco Nueva Generación,""
30077,Los Piña,""
30077,Organización del Compa Playa,""
30078,Cártel de Sinaloa,""
30078,Fuerzas Especiales Grupo Sombra,""
30078,Los Zetas Vieja Escuela,""
30079,Banda de los Ortiz,""
3008,Banda de la Riviera Maya,""
3008,Cártel Jalisco Nueva Generación,Jesús Castro Agundes; Cabo San Lucas Centro
3008,Cártel de Los Arellano Félix,""
3008,Cártel de Los Beltrán Leyva,""
3008,Cártel de Sinaloa,San José del Cabo Centro; Cabo San Lucas Centro
3008,Cártel de Sinaloa (Los Guzmán),Cabo San Lucas Centro; San José del Cabo (Los Cabos)
3008,Cártel de Sinaloa (Los Zambada),Cabo San Lucas Centro
3008,Los Mazatlecos,""
3008,Los Rusos,""
30087,Banda de los Ortiz,""
30087,Cártel Jalisco Nueva Generación,""
30087,Cártel de Sinaloa,""
30087,Cártel del Noreste,Ruben Pabello Acosta; Felipe Carrillo Puerto
30087,Cártel del Siglo,""
30087,Las Goteras,Rafael Lucio
30087,Los Piña,""
30087,Sangre Nueva Zeta,""
30089,Cártel Jalisco Nueva Generación,""
30089,Los Zetas Vieja Escuela,""
3009,Banda del Alacrán,Loreto (Loreto)
3009,Cártel de Sinaloa,""
3009,Cártel de Sinaloa (Los Guzmán),""
3009,Cártel de Sinaloa (Los Zambada),""
3009,El Alacrán,""
30090,Cártel Jalisco Nueva Generación,""
30091,La Nueva Familia Michoacana,""
30091,Los Valencia,""
30094,Los Piña,""
30094,Organización del Compa Playa,""
30098,Cárteles Unidos,""
30099,Autodefensas en Contra del Secuestro y Robo y Cobro de Piso,""
30099,Sangre Nueva Zeta,""
30100,Cártel Jalisco Nueva Generación,""
30102,Cártel Jalisco Nueva Generación,""
30102,Los Zetas Vieja Escuela,Vega Redonda
30105,Cártel Jalisco Nueva Generación,""
30105,Los Zetas Vieja Escuela,""
30108,Cártel Jalisco Nueva Generación,Ojochapa
30108,Cártel de Sinaloa,""
30108,Cártel del Noreste,""
30108,Grupo Cobra,""
30108,La Barredora,""
30108,Los Zetas Vieja Escuela,""
30108,Tropa del Infierno,""
30109,Cártel Jalisco Nueva Generación,""
30111,La Barredora,""
30112,Cártel Jalisco Nueva Generación,""
30116,Cártel Jalisco Nueva Generación,""
30116,Los Sánchez,""
30116,Los Zetas Vieja Escuela,""
30118,Cártel Jalisco Nueva Generación,""
30118,Cártel de Sinaloa,""
30118,Cártel del Noreste,""
30118,Los Zetas Vieja Escuela,""
30120,Cártel Jalisco Nueva Generación,""
30121,Fuerzas Especiales Grupo Sombra,""
30123,Fuerzas Especiales Grupo Sombra,""
30124,Cártel Jalisco Nueva Generación,Residencial Tajín
30124,Fuerzas Especiales Grupo Sombra,""
30124,Gente Nueva,""
30124,Gestora,""
30125,Cártel Jalisco Nueva Generación,""
30127,Cártel Jalisco Nueva Generación,""
30128,Cártel Jalisco Nueva Generación,""
30130,Cártel Jalisco Nueva Generación,Playa Vicente Centro; El Serrano
30130,Cártel de Sinaloa,Playa Vicente Centro
30130,Cártel del Golfo,Playa Vicente Centro
30130,Gente Nueva,""
30130,Los Piña,Lealtad de Muñoz
30130,Organización del Compa Playa,""
30130,Pueblos Unidos Contra la Delincuencia,""
30131,Cártel Jalisco Nueva Generación,Guadalupe Victoria
30131,Cártel de Sinaloa,""
30131,Fuerzas Especiales Grupo Sombra,""
30131,Gente Nueva,""
30131,Gestora,""
30131,Grupo X,""
30131,Los 35-Z,""
30131,Los Zetas Vieja Escuela,""
30134,Cártel Jalisco Nueva Generación,""
30141,Cártel Jalisco Nueva Generación,""
30141,Cártel del Noreste,""
30141,Los Piña,""
30142,Cártel Jalisco Nueva Generación,Loma Bonita
30142,Cártel de Sinaloa,Loma Bonita
30142,Cártel del Golfo,Loma Bonita
30143,Cártel del Noreste,""
30143,Los Piña,El Yuale Chico
30144,Cártel Jalisco Nueva Generación,""
30144,Los Sánchez,Medias Aguas
30145,Cártel Jalisco Nueva Generación,""
30145,Los Zetas Vieja Escuela,""
30149,Los Zetas Vieja Escuela,""
30152,Fuerzas Especiales Grupo Sombra,""
30155,Fuerzas Especiales Grupo Sombra,""
30157,Los Valencia,""
30158,Los Conejitos,Tecolutla
30160,Fuerzas Especiales Grupo Sombra,Temapache; Álamo; Nuevo Jardín
30160,Los Piña,""
30161,Fuerzas Especiales Grupo Sombra,""
30164,Banda de los Ortiz,""
30164,Mara Salvatrucha,Baxtla
30168,Cárteles Unidos,""
30169,Cártel Jalisco Nueva Generación,""
30169,Fuerzas Especiales Grupo Sombra,""
30169,Los Piña,Vicente Guerrero (El Aguacate); Tesechoacán
30169,Organización del Compa Playa,""
30172,Cártel Jalisco Nueva Generación,""
30173,Cártel Jalisco Nueva Generación,Paraíso Viejo; Motzorongo
30174,Cártel Jalisco Nueva Generación,Hojas de Maíz; Joachin; Segundo Verde
30175,Cártel Jalisco Nueva Generación,""
30175,Cártel de Sinaloa,""
30175,Fuerzas Especiales Grupo Sombra,""
30175,Grupo X,""
30175,Los 35-Z,""
30175,Los Escorpiones,""
30175,Los Zetas Vieja Escuela,""
30181,Cártel Jalisco Nueva Generación,Otapa
30183,Los Zetas Vieja Escuela,""
30185,Sangre Nueva Zeta,""
30189,14-4,""
30189,Bambú Unidos,""
30189,Cártel Jalisco Nueva Generación,Anáhuac
30189,Cártel de Sinaloa,""
30189,Flying Dragons,""
30189,Fuerzas Especiales Grupo Sombra,Jesús Reyes Heroles; Adolfo Ruiz Cortines
30189,Gente Nueva,""
30189,Gestora,""
30189,Grupo X,""
30189,Los Zetas Vieja Escuela,""
30189,Triada China,""
30189,Triángulo de Oro,""
30191,Cártel Jalisco Nueva Generación,""
30192,Cártel de Caborca,""
30193,14-4,""
30193,Bambú Unidos,""
30193,Banda de El Croquis,Playa Linda
30193,Cártel Jalisco Nueva Generación,2 Caminos; Independencia; Las Brisas; Veracruz; Veracruz Centro; Las Bajadas
30193,Cártel de Sinaloa,Veracruz
30193,Flying Dragons,""
30193,Fuerzas Especiales Grupo Sombra,""
30193,Los Pelones,""
30193,Los Primos,""
30193,Los Zetas Vieja Escuela,""
30193,Triada China,""
30193,Triángulo de Oro,""
30196,Cártel Jalisco Nueva Generación,""
30196,Cártel de Sinaloa,""
30196,Los Zetas Vieja Escuela,""
30199,Cártel Jalisco Nueva Generación,""
30199,Los Zetas Vieja Escuela,""
30204,Los Zetas Vieja Escuela,Agua Dulce Centro
30204,Tropa del Infierno,""
30205,Fuerzas Especiales Grupo Sombra,""
30206,Cártel Jalisco Nueva Generación,""
30206,Cártel de Sinaloa (Los Zambada),""
30206,Los Zetas Vieja Escuela,""
30207,Cártel Jalisco Nueva Generación,""
30208,Cártel Jalisco Nueva Generación,""
30212,Cártel Jalisco Nueva Generación,""
30212,Gente Nueva,Benito Juárez
30212,Los Salazar,""
30212,Organización del Compa Playa,""
30212,Pueblos Unidos Contra la Delincuencia,""
31000,Banda de tractocamiones,""
31000,Banda del Chore,""
31000,Cártel Jalisco Nueva Generación,""
31000,Cártel de Santa Rosa de Lima,""
31000,Cártel de Sinaloa,""
31000,Cártel de Sinaloa (Los Guzmán),""
31000,Cártel del Noreste,""
31000,Gente Nueva,""
31000,La Barredora,""
31000,Los Colombianos,""
31000,Los Cuinis,""
31000,Los Zetas Vieja Escuela,""
31006,Cártel Jalisco Nueva Generación,""
31006,Los Valencia,""
31011,Cártel Jalisco Nueva Generación,""
31011,Cártel de Caborca,""
31013,Cártel de Sinaloa,""
31019,Cártel Jalisco Nueva Generación,""
31028,Grupo Erros,""
31038,Cártel de Caborca,Sisal
31041,Cártel Jalisco Nueva Generación,""
31041,Cártel de Caborca,""
31041,Los Epitacio,Leona Vicario
31041,Los Gaucho,""
31041,Neighor,""
31041,Sur 13,Santa Isabel; Mulchechen
31041,Vatos Locos,""
31050,Banda de Jarrison,Montebello
31050,Banda de la llanta ponchada,Francisco de Montejo
31050,Banda del Derby,Jardines Del Norte
31050,Banda del Edomex,Mérida Centro
31050,Banda del Niño,""
31050,Banda del Picasso,""
31050,Barrio 18,""
31050,Brothers For Life,San Jose Tecoh
31050,Chimuelos,Dzununcán; La Guadalupana; Nueva San Jose Tecoh; San Antonio Xluch; San Jose Tecoh; San Luis Sur; Emiliano Zapata Sur
31050,Cártel Jalisco Nueva Generación,""
31050,Cártel de Caborca,""
31050,Cártel de Cancún,""
31050,Cártel de Sinaloa,""
31050,Cártel del Golfo,México
31050,Dalen,""
31050,Gente Nueva,""
31050,La Barredora,Altabrisa
31050,Los Cardenales,""
31050,Los Epitacio,Serapio Rendón; Pensiones
31050,Los Fantásticos,""
31050,Los Gemelos,San Pedro Cholul; Chichi Suárez
31050,Los Pelones,""
31050,Los Vampiros,""
31050,Los Zetas Vieja Escuela,Los Heroes
31050,Los Zuki,""
31050,Muertos,Dzununcán; La Guadalupana; Nueva San Jose Tecoh; San Antonio Xluch; San Jose Tecoh; San Luis Sur; Emiliano Zapata Sur
31050,Neighor,Dzununcán; La Guadalupana; Nueva San Jose Tecoh; San Antonio Xluch; San Jose Tecoh; San Luis Sur; Emiliano Zapata Sur
31050,Sur 13,Dzununcán; La Guadalupana; Nueva San Jose Tecoh; San Antonio Xluch; San Jose Tecoh; San Luis Sur; Emiliano Zapata Sur
31050,Vatos Locos,Dzununcán; La Guadalupana; Nueva San Jose Tecoh; San Antonio Xluch; San Jose Tecoh; San Luis Sur; Emiliano Zapata Sur
31052,Cártel de Caborca,""
31056,Neighor,""
31056,Sur 13,""
31057,Cártel de Sinaloa,""
31058,Cártel de Caborca,""
31059,Cártel Jalisco Nueva Generación,""
31059,Cártel de Caborca,Ciénega 2000
31059,Cártel de Sinaloa,""
31059,Los Epitacio,""
31059,Los Macheteros,Campestre Flamboyanes
31059,Neighor,""
31059,Sur 13,""
31059,Sureños,Campestre Flamboyanes
31076,Neighor,""
31076,Sur 13,""
31079,Cártel de Caborca,""
31083,Cártel de Caborca,""
31096,Banda del Toro Mayor,""
31096,Cártel de Sinaloa,""
31096,Los Padrinos,""
31096,Los Zuki,""
31098,Cártel de Caborca,""
31101,Cártel Jalisco Nueva Generación,Taníl
31101,Cártel de Santa Rosa de Lima,Piedra de Agua
31101,Los Escorpiones,Piedra de Agua
31102,Cártel Jalisco Nueva Generación,""
32000,Cártel Jalisco Nueva Generación,""
32000,Cártel de Sinaloa,""
32000,Cártel de Sinaloa (Los Guzmán),""
32000,Cártel de Sinaloa (Los Zambada),""
32000,Cártel del Golfo,""
32000,Cártel del Noreste,""
32000,Fuerzas Especiales del Charro,""
32000,Grupo Calavera,""
32000,Los Cabrera,""
32000,Los Colombianos,""
32000,Los Cuinis,""
32000,Los Metros,""
32000,Los RR,""
32000,Los Zetas Vieja Escuela,""
32000,Operativa MZ,""
32002,Cártel Jalisco Nueva Generación,Tenayuca
32002,Cártel de Sinaloa,""
32002,Los Metros,""
32004,Cártel Jalisco Nueva Generación,""
32005,Cártel Jalisco Nueva Generación,""
32005,Cártel del Noreste,""
32007,Cártel del Noreste,""
32008,Cártel Jalisco Nueva Generación,""
32008,Cártel de Sinaloa,""
32008,Cártel de Sinaloa (Los Zambada),""
32008,Cártel del Noreste,""
32008,La Flecha,""
32008,Los Metros,""
32008,Los Talibanes,""
32009,Cártel de Sinaloa,""
32010,Cártel Jalisco Nueva Generación,Las Aves; Lomas de Plateros; Plutarco Elias Calles; Barrio Alto
32010,Cártel de Sinaloa,Lomas de Plateros; Barrio Alto
32010,Cártel del Noreste,""
32010,Los Metros,""
32010,Los Talibanes,""
32012,Cártel de Sinaloa (Los Zambada),""
32013,Cártel Jalisco Nueva Generación,""
32016,Cártel de Sinaloa,""
32017,Cártel Jalisco Nueva Generación,Conde de Bernardez; El Dorado; Privada Conde Santiago de la Laguna; Privada de las Begonias; Villas de Guadalupe; Zacatecana; Cieneguitas
32017,Cártel de Sinaloa,Villas de Guadalupe
32017,Cártel del Noreste,Las Américas
32017,Los Metros,""
32017,Los Talibanes,""
32018,Banda zacatecana,""
32018,Cártel Jalisco Nueva Generación,""
32019,Cártel Jalisco Nueva Generación,El Rosario
32019,Cártel de Sinaloa,""
32019,Grupo Élite,""
32020,Cártel Jalisco Nueva Generación,Santa Rita (Luis Moya); Jerez Centro
32020,Cártel de Sinaloa,Santa Rita (Luis Moya); Jerez Centro
32020,Cártel del Noreste,""
32020,Los Metros,""
32020,Los Talibanes,""
32022,Cártel Jalisco Nueva Generación,""
32022,Cártel de Sinaloa,""
32022,Cártel de Sinaloa (Los Zambada),""
32022,Los Metros,""
32023,Cártel Jalisco Nueva Generación,""
32024,Cártel Jalisco Nueva Generación,""
32024,Cártel de Sinaloa,""
32024,Los Metros,""
32024,Los Talibanes,""
32024,Operativa MZ,San Marcos
32025,Cártel Jalisco Nueva Generación,""
32026,Cártel de Sinaloa,""
32026,Los Talibanes,""
32027,Cártel del Noreste,""
32032,Cártel Jalisco Nueva Generación,""
32032,Cártel de Sinaloa (Los Zambada),""
32033,Cártel Jalisco Nueva Generación,""
32033,Los Metros,""
32034,Cártel Jalisco Nueva Generación,Brisas
32034,Los Herederos,""
32034,Los Metros,""
32035,Cártel de Sinaloa,""
32036,Cártel Jalisco Nueva Generación,""
32036,Cártel de Sinaloa,""
32038,Cártel Jalisco Nueva Generación,Ojo de Agua de La Palma
32039,Cártel Jalisco Nueva Generación,""
32039,Cártel de Sinaloa,""
32039,Grupo Élite,""
32040,Cártel Jalisco Nueva Generación,""
32040,Cártel de Sinaloa,El Sauz
32040,Los Metros,El Sauz
32041,Cártel del Noreste,""
32042,Cártel Jalisco Nueva Generación,""
32042,Cártel de Los Maestros,""
32042,Cártel de Sinaloa,""
32042,Cártel del Noreste,Sombrerete Centro
32044,Banda zacatecana,""
32044,Cártel Jalisco Nueva Generación,La Encarnación
32047,Cártel Jalisco Nueva Generación,""
32048,Cártel Jalisco Nueva Generación,""
32048,Los Metros,""
32049,Cártel Jalisco Nueva Generación,""
32049,Cártel de Sinaloa,""
32049,Cártel de Sinaloa (Los Guzmán),Del Carrizalillo
32049,Cártel de Sinaloa (Los Zambada),""
32049,Grupo Élite,""
32051,Cártel Jalisco Nueva Generación,""
32051,Cártel de Sinaloa,""
32051,Los Talibanes,""
32054,Cártel de Sinaloa,""
32055,Cártel Jalisco Nueva Generación,La Junta de los Ríos; La Encarnación; Zapoqui
32056,Cártel Jalisco Nueva Generación,El Orito; Lomas Bizantinas; Sierra de Alica; Villas Universidad; Benito Juárez
32056,Cártel de Sinaloa,""
32056,Cártel del Noreste,""
32056,Grupo Élite,""
32056,Los Metros,""
32056,Los Zetas Vieja Escuela,""
32057,Cártel Jalisco Nueva Generación,""
4000,Banda del Gordo Frank,""
4000,Banda del Menona,""
4000,Cártel Jalisco Nueva Generación,""
4000,Cártel de Caborca,""
4000,Cártel de Sinaloa,""
4000,Cártel del Golfo,""
4000,Gente Nueva,""
4000,La Barredora,""
4000,La Línea,""
4000,Los Ardillos,""
4000,Los Chilangos (Quintana Roo),""
4000,Los Cuinis,""
4000,Los Gálvez,""
4000,Los Nuevos Aztecas,""
4000,Los Pelones,""
4000,Los Rojos,""
4000,Los Zetas Vieja Escuela,""
4000,Mara Salvatrucha,""
4000,Sangre Nueva Zeta,""
4001,Cártel Jalisco Nueva Generación,""
4001,Cártel de Sinaloa,""
4002,Banda del Menona,Alfredo V. Bonfil
4002,Banda del Picasso,""
4002,Cártel Jalisco Nueva Generación,Jardines del Pedregal; Los Reyes; Tomas Aznar; Périférico Pablo García Montilla
4002,Cártel de Caborca,""
4002,Cártel de Sinaloa,Tomas Aznar
4002,Cártel del Golfo,""
4002,Familia Valencia Salgado,""
4002,Gente Nueva,Fidel Velásquez; San José; Pablo Garcia
4002,Grupo Campechanos Unidos,Presidentes de México; Benito Juárez
4002,La Empresa,20 de Noviembre; Santa Lucia; Aviación
4003,Banda de El Mamer,""
4003,Cártel Jalisco Nueva Generación,""
4003,Cártel de Caborca,""
4003,Cártel de Sinaloa,1 de Mayo (Playón); Belisario Domínguez; Héroes de Nacozari; La Ilusión; Renovación II; El Aguacatal
4003,Cártel del Golfo,""
4003,Cártel del Noreste,1 de Mayo (Playón); Belisario Domínguez; La Ilusión; Renovación II; Héroes de Nacozari
4003,El Panchillo,""
4003,Familia Valencia Salgado,""
4003,Gente Nueva,Justo Sierra
4003,La Barredora,Héroe de Nacozari
4003,La Letra,""
4003,Los Boxes,""
4003,Los Pelones,""
4003,Los Talibanes,""
4003,Los Zetas Vieja Escuela,""
4003,Operativo Tiburón,Obrera
4003,Piratas del Carmen,""
4004,Banda del Menona,""
4004,Cártel Jalisco Nueva Generación,""
4004,Cártel de Caborca,""
4004,Cártel de Sinaloa,Yohaltún
4004,Cártel del Golfo,""
4004,Gente Nueva,""
4005,Banda del Menona,""
4005,Cártel Jalisco Nueva Generación,""
4005,Cártel de Sinaloa,""
4005,Piratas de Sandunga,""
4006,Banda de Hopelchén,Dzibalchén
4006,Banda del Menona,Hopelchen Centro
4006,Banda del Picasso,""
4006,Cártel Jalisco Nueva Generación,""
4006,Cártel de Sinaloa,""
4006,Los Zetas Vieja Escuela,""
4007,Cártel Jalisco Nueva Generación,""
4007,Cártel de Sinaloa,""
4008,Cártel Jalisco Nueva Generación,""
4008,Cártel de Sinaloa,""
4009,Cártel Jalisco Nueva Generación,""
4009,Cártel de Sinaloa,""
4009,El Panchillo,""
4009,Familia Valencia Salgado,""
4009,Gente Nueva,""
4009,Los Pelones,""
4009,Los Zetas Vieja Escuela,""
4010,Banda del Menona,""
4010,Cártel Jalisco Nueva Generación,""
4010,Cártel de Caborca,""
4010,Cártel de Sinaloa,""
4010,Cártel del Golfo,""
4010,Gente Nueva,""
4010,Los Zetas Vieja Escuela,""
4011,Cártel Jalisco Nueva Generación,""
4011,Cártel de Sinaloa,El Desengaño; Nuevo Comalcalco; Miguel Hidalgo y Costilla
4011,El Panchillo,""
4011,Familia Valencia Salgado,""
4011,Gente Nueva,""
4011,Los Meleán,""
4011,Los Pelones,""
4011,Los Zetas Vieja Escuela,""
4011,Organización criminal Machado,""
4012,Cártel Jalisco Nueva Generación,""
4012,Cártel de Sinaloa,""
5000,Confederación Autónoma de Trabajadores y Empleados de México (CATEM),""
5000,Cártel Independiente de La Laguna,""
5000,Cártel Jalisco Nueva Generación,""
5000,Cártel de Caborca,""
5000,Cártel de Sinaloa,""
5000,Cártel de Sinaloa (Los Guzmán),""
5000,Cártel de Sinaloa (Los Zambada),""
5000,Cártel de los Alemanes,""
5000,Cártel del Golfo,""
5000,Cártel del Noreste,""
5000,Cártel del Poniente,""
5000,El Panchillo,""
5000,La Nueva Familia Michoacana,""
5000,Los Chuckys,""
5000,Los Ciclones,""
5000,Los Filippini,""
5000,Los GATEs,""
5000,Los Jordan,""
5000,Los Metros,""
5000,Los Mexicles,""
5000,Los Talibanes,""
5000,Los Zetas Vieja Escuela,""
5000,Tropa del Infierno,""
5003,Cártel del Noreste,""
5004,Cártel del Noreste,""
5009,Cártel Independiente de La Laguna,""
5009,Cártel de Sinaloa,""
5009,Cártel del Noreste,""
5009,Los Cabrera,""
5009,Los Granados,""
5009,Los Tlacos,""
5012,Cártel del Noreste,""
5013,Cártel del Noreste,""
5015,Cártel del Noreste,Don Martín
5017,Cártel Independiente de La Laguna,""
5017,Cártel de Sinaloa,""
5017,Cártel del Noreste,""
5017,Los Cabrera,""
5017,Los Granados,""
5017,Los Tlacos,""
5018,Cártel del Noreste,""
5022,Cártel del Noreste,""
5025,Cártel Jalisco Nueva Generación,San José; Valle de San Pablo; La Retama
5025,Cártel del Noreste,Santa Teresa
5025,Los Metros,""
5025,Los Zetas Vieja Escuela,""
5025,Tropa del Infierno,Loma Bonita; Hidalgo
5030,Cártel Jalisco Nueva Generación,""
5030,Cártel de Sinaloa,""
5030,Don Checo,""
5030,Las Fresas,""
5030,Las Piratas,""
5030,Los Colombianos,El Toreo
5030,Los Destroyers,""
5030,Los Distintos,""
5030,Los Homies,La Minita
5030,Los Morgan,""
5030,Los Primos,""
5030,Los Psychos,Saltillo 2000
5030,Los TX8S,""
5030,Piratas de la Plaza de la Madre,""
5032,Cártel del Noreste,""
5033,Cártel Independiente de La Laguna,""
5033,Cártel de Sinaloa,""
5033,Cártel del Noreste,""
5033,Los Cabrera,""
5033,Los Granados,""
5033,Los Tlacos,""
5035,Cártel Independiente de La Laguna,""
5035,Cártel Jalisco Nueva Generación,""
5035,Cártel de Sinaloa,""
5035,Cártel del Noreste,Torreón Residencial
5035,Cártel del Poniente,""
5035,Los Cabrera,Eduardo Guerra
5035,Los Granados,""
5035,Los Primos,""
5035,Los Tlacos,""
5035,Los Zetas Vieja Escuela,Luis Echeverría Álvarez
5036,Cártel de Sinaloa,""
5036,Cártel del Noreste,""
5036,Los Granados,""
5036,Los Tlacos,""
6000,Cártel Jalisco Nueva Generación,""
6000,Cártel Nueva Plaza,""
6000,Cártel Zicuirán Nueva Generación,""
6000,Cártel de Los Reyes,""
6000,Cártel de Tepalcatepec,""
6000,Cártel del Camaleón,""
6000,Cártel del Noreste,""
6000,La Barredora,""
6000,La Nueva Empresa,""
6000,La Nueva Familia Michoacana,""
6000,Los Blancos de Troya,""
6000,Los Caballeros Templarios,""
6000,Los Coroneles,""
6000,Los Correa,""
6000,Los Deltas,""
6000,Los Mazatlecos,""
6000,Los Mezcales,""
6000,Los Ántrax,""
6000,Organización criminal de la familia Meza Flores,""
6000,Tropa del Infierno,""
6001,Cártel Jalisco Nueva Generación,""
6002,Cártel Jalisco Nueva Generación,Colima Centro; La Salada; Residencial San Pablo; Bosques del Sur
6002,Cártel de Los Arellano Félix,""
6002,Los Mezcales,El Porvenir
6003,Cártel Jalisco Nueva Generación,Comala
6003,Los Mezcales,""
6004,Cártel Jalisco Nueva Generación,""
6005,Cártel Jalisco Nueva Generación,""
6006,Cártel Jalisco Nueva Generación,""
6007,Clan Zheng,""
6007,Cártel Jalisco Nueva Generación,Valle Salagua; Manzanillo
6007,Cártel de Los Arellano Félix,""
6007,Cártel de Los Beltrán Leyva,""
6007,Cártel de Sinaloa,Santiago; Manzanillo
6007,Cártel de Sinaloa (Los Guzmán),""
6007,Cártel de Sinaloa (Los Zambada),""
6007,Guardia Michoacana,""
6007,La Nueva Familia Michoacana,""
6007,Los Caballeros Templarios,""
6007,Los Cuinis,""
6007,Los Erres,""
6007,Los Mezcales,""
6007,Los Primos,""
6007,Los RR,""
6007,Los Zetas Vieja Escuela,Manzanillo
6008,Cártel Jalisco Nueva Generación,""
6009,Cártel Jalisco Nueva Generación,Tecuanillo; Cerro de Ortega
6009,Cártel de Los Arellano Félix,""
6009,Cártel de Sinaloa,Tecuanillo
6010,Cártel Jalisco Nueva Generación,El Colomo; Tapeixtles; Juan José Ríos
6010,Los Mezcales,""
6010,Tropa de Alto Impacto,Reel de Caná
7000,Cártel Chiapas y Guatemala,""
7000,Cártel Jalisco Nueva Generación,Emiliano Zapata; Honduras de la Sierra
7000,Cártel de Caborca,""
7000,Cártel de Los Beltrán Leyva,""
7000,Cártel de Sinaloa,Emiliano Zapata; Honduras de la Sierra
7000,Cártel de Sinaloa (Los Zambada),""
7000,Cártel del Golfo,""
7000,El Güero Pulseras,""
7000,El Machete,""
7000,El Tren de Aragua,""
7000,Fuerzas Especiales Grupo Sombra,""
7000,La Barredora,""
7000,La Luz del Mundo,""
7000,Los Autónomos,""
7000,Los Colombianos,""
7000,Los Coroneles,""
7000,Los Cuinis,""
7000,Los Deltas,Jericó
7000,Los Herrera,""
7000,Los Huistas,""
7000,Los Motonetos,""
