Clave Municipio,OC Identificada,Colonias
24029,Cártel de los Alemanes,""
24029,Los Zetas Vieja Escuela,""
24032,Cártel Jalisco Nueva Generación,Gustavo Díaz Ordaz
24032,Cártel San Luis Potosí Nueva Generación,""
24033,Los Ciclones,""
24033,Los Talibanes,""
24034,Cártel Jalisco Nueva Generación,""
24034,Cártel San Luis Potosí Nueva Generación,""
24034,Espartano,""
24034,Grupo Squalo El Señor de la P,""
24034,Los Escorpiones,""
24034,Los Zetas Vieja Escuela,""
24035,Cártel Jalisco Nueva Generación,""
24035,Cártel San Luis Potosí Nueva Generación,""
24035,Cártel de los Alemanes,Palma de La Cruz
24035,Cártel del Golfo,""
24035,Cártel del Noreste,Pavón II; Reforma 2da. Sección
24035,Los Zetas Vieja Escuela,""
24036,Cártel Jalisco Nueva Generación,""
24036,Espartano,""
24036,Grupo Squalo El Señor de la P,""
24036,Los Escorpiones,""
24037,Cártel Jalisco Nueva Generación,""
24037,Cártel de la Unión Huasteca,""
24037,Cártel de los Alemanes,""
24037,Los Zetas Vieja Escuela,""
24038,Cártel Jalisco Nueva Generación,""
24038,Cártel San Luis Potosí Nueva Generación,""
24039,Cártel San Luis Potosí Nueva Generación,""
24039,Cártel de los Alemanes,""
24039,Los Zetas Vieja Escuela,""
24040,Cártel Jalisco Nueva Generación,""
24040,Cártel San Luis Potosí Nueva Generación,""
24040,Cártel de los Alemanes,""
24040,Cártel del Golfo,""
24040,Cártel del Noreste,""
24040,Espartano,""
24040,Grupo Squalo El Señor de la P,""
24040,La Nueva Familia Michoacana,""
24040,Los Ciclones,""
24040,Los Escorpiones,""
24040,Los Rojos,""
24042,Cártel Jalisco Nueva Generación,""
24042,Cártel San Luis Potosí Nueva Generación,""
24042,Cártel de los Alemanes,""
24042,Cártel del Noreste,""
24042,Espartano,""
24042,Grupo Squalo El Señor de la P,""
24042,Los Escorpiones,""
24042,Los Zetas Vieja Escuela,""
24043,Cártel Jalisco Nueva Generación,""
24043,Cártel San Luis Potosí Nueva Generación,""
24045,Los Ciclones,""
24046,Cártel Jalisco Nueva Generación,""
24049,Los Talibanes,""
24050,Cártel Jalisco Nueva Generación,Villa de Reyes Centro
24050,Cártel San Luis Potosí Nueva Generación,""
24050,Cártel de los Alemanes,""
24051,Cártel Jalisco Nueva Generación,""
24051,Cártel de los Alemanes,""
24051,Cártel del Noreste,""
24051,Los Ciclones,""
24053,Cártel Jalisco Nueva Generación,""
24053,Cártel de la Unión Huasteca,""
24053,Cártel de los Alemanes,""
24053,Los Ciclones,""
24054,Cártel Jalisco Nueva Generación,""
24054,Cártel de la Unión Huasteca,""
24054,Cártel de los Alemanes,""
24054,Los Ciclones,""
24054,Los Zetas Vieja Escuela,""
24055,Cártel Jalisco Nueva Generación,""
24055,Cártel San Luis Potosí Nueva Generación,""
24056,Cártel Jalisco Nueva Generación,""
24056,Cártel San Luis Potosí Nueva Generación,""
24056,Cártel de los Alemanes,""
24056,Cártel de los Ministeriales,""
24056,Cártel del Noreste,""
24057,Cártel Jalisco Nueva Generación,""
24057,Cártel de la Unión Huasteca,""
24057,Cártel de los Alemanes,""
24057,Los Zetas Vieja Escuela,""
24058,Cártel Jalisco Nueva Generación,""
24058,Espartano,""
24058,Grupo Squalo El Señor de la P,""
24058,Los Escorpiones,""
24058,Los Zetas Vieja Escuela,""
25000,Cártel Jalisco Nueva Generación,""
25000,Cártel de Sinaloa (Los Guzmán),""
25000,Cártel de Sinaloa (Los Zambada),""
25000,Don Lemo,""
25000,El 00,""
25000,El 40,""
25000,El Limón,""
25000,Gente Nueva,""
25000,Grupo del Guano,""
25000,Los Cabrera,""
25000,Los Coroneles,""
25000,Los Güeritos,""
25000,Los Mazatlecos,""
25000,Los Ninis,""
25000,Los Salazar,""
25001,Clan Zheng,Topolobampo
25001,Cártel de Los Arellano Félix,Los Mochis
25001,Cártel de Los Beltrán Leyva,Topolobampo; Los Mochis
25001,Cártel de Sinaloa,Los Mochis; Topolobampo
25001,Cártel de Sinaloa (Los Guzmán),Los Mochis
25001,Cártel de Sinaloa (Los Zambada),Topolobampo; Los Mochis
25001,Fuerzas Especiales Avendaño,Los Mochis
25001,Los Mazatlecos,Los Mochis; Scally; Goros 2
25001,Organización criminal de la familia Meza Flores,Los Mochis; Topolobampo
25002,Cártel de Los Beltrán Leyva,Leopoldo Sánchez Celis (El Gato de Lara)
25002,Cártel de Sinaloa,Leopoldo Sánchez Celis (El Gato de Lara)
25002,Cártel de Sinaloa (Los Guzmán),La Palma
25002,Los Chimales,""
25002,Los Güeritos,""
25002,Los Ninis,""
25003,Cártel de Sinaloa,""
25003,Cártel de Sinaloa (Los Guzmán),Surutato; Bacacoragua; El Chorro; Huixiopa; La Lapara; La Palma; Los Naranjos; Potrero de la Vainilla; San José del Barranco
25003,Cártel de Sinaloa (Los Zambada),Bacacoragua; El Chorro; Huixiopa; La Lapara; La Majada de Arriba; La Palma; Potrero de la Vainilla; San José del Barranco
25003,Fuerzas Especiales Unión,La Tuna; San José del Llano
25003,Grupo del Guano,La Tuna
25003,Los Chimales,""
25003,Los Güeritos,""
25003,Los Mazatlecos,La Tuna
25003,Los Ninis,""
25003,Los Páez,""
25004,Cártel de Sinaloa (Los Guzmán),El Batel; El Palmito; La Capilla del Taxte; La Petaca; Las Guacamayas; Las Iguanas; Loberas; Palmillas; Potrerillos; Santa Lucía; Santa Rita; Chirimoyos
25004,Cártel de Sinaloa (Los Zambada),El Batel; El Palmito; La Capilla del Taxte; La Petaca; Las Guacamayas; Las Iguanas; Loberas; Palmillas; Potrerillos; Santa Lucía; Santa Rita; Chirimoyos
25004,Fuerzas Especiales Unión,""
25004,Los Cabrera,""
25004,Los Chimales,""
25004,Los Güeritos,""
25004,Los Ninis,""
25005,Cártel de Sinaloa,El Veinticuatro; Mezcaltitán; La Ciruelita
25005,Cártel de Sinaloa (Los Guzmán),Bacata
25005,Cártel de Sinaloa (Los Zambada),Ibonía; Ipucha; Cosala Centro
25006,Clan de los Elenes,Pradera Dorada
25006,Cártel Jalisco Nueva Generación,El Pozo; Tierra Blanca; La Cerezas
25006,Cártel de Los Arellano Félix,""
25006,Cártel de Los Beltrán Leyva,""
25006,Cártel de Sinaloa,Banus; Bicentenario; Camanaca; Carboneras; Condesa; Corral Viejo; Desarrollo Urbano 3 Ríos; El Canario; El Pozo; Las Coloradas; Las Palmas; Miguel Alemán; Monte Verde de Villa; Pueblos Unidos; Rosales; San Román; Sanalona; Tacuichamona; Tierra Blanca; Ampliación El Barrio; La Campiña
25006,Cártel de Sinaloa (Los Guzmán),Adolfo Ruiz Cortines; Altana Residencial; Antonio Nakayama; Ayuné; Bellavista; Burócrata; Cañadas; Costa Rica; Culiacancito; El Espinal; El Guayabito; Felipe Ángeles; INFONAVIT Barrancos; Interlomas; Jesús María; La Guamuchilera; La Loma; Las Arenitas; Las Moras; Las Quintas; Llano de Abajo; Los Angeles; Quila; República Mexicana; Stanza Toscana; Tachinolpa; Tecomate 1; Adolfo Lopez Mateos; Aguaruto Centro; Carboneras; Colinas de San Miguel; Desarrollo Urbano 3 Ríos; El Álamo; Ignacio Allende; Montebello; Plutarco Elias Calles; Portalegre; Rafael Buelna; Renato Vega Alvarado; Tierra Blanca; Villa Del Real
25006,Cártel de Sinaloa (Los Zambada),10 de Mayo; Adolfo Ruiz Cortines; Agua Caliente de los Monzon; Antonio Nakayama; Ayuné; Cañadas; Desarrollo Urbano 3 Ríos; El Carrizalejo; El Guayabito; Felipe; Las Arenitas; Las Milpas 2; Leopoldo Sanchez Celis; Llano de Abajo; Monte Verde de Villa; Paredones; Plan de Oriente (El Doce); Quila; República Mexicana; Tachinolpa; Aguaruto Centro; Alcoyonqui; Caminaguato; Chapultepec; Costa Rica; El Álamo; El Pozo; El Salado; Felipe Ángeles; Guadalupe; Ignacio Allende; INFONAVIT Barrancos; La Cuesta; La Pedrera; Laguna Colorada; Plutarco Elias Calles; Pueblo Nuevo; Rafael Buelna; Villa Bonita
25006,Fuerza Rural Comunitaria de Pueblos del Norte de Culiacán,Paredones; Agua Caliente de los Monzon
25006,Fuerzas Especiales Avendaño,Las Brisas; Rancho Contento; Torres Aeropuerto; Gasolinera del Valle
25006,Fuerzas Especiales Pelucas,Lomas Del Magisterio
25006,Fuerzas Especiales Unión,Aguaruto Centro; El Pozo; Loma de Rodriguera; Mojolo
25006,Grupo del Guano,""
25006,La Gente del Gavilán,FOVISSSTE Diamante
25006,La Línea,""
25006,La Nueva Familia Michoacana,""
25006,Los Cabrera,""
25006,Los Chimales,Las Quintas; El Diez
25006,Los Cuinis,""
25006,Los Cázares,""
25006,Los Demonios,Quila; Imala
25006,Los Güeritos,""
25006,Los Mazatlecos,El Álamo; Ignacio Zaragoza
25006,Los Mochomitos,El Alto del Coyote
25006,Los Ninis,La Campiña; Las Quintas; San Rafael; Tepuche
25006,Los Páez,Chapultepec; Tierra Blanca
25006,Los Ruelas Torres,""
25006,Los Rugrats,Laguna Colorada
25006,Los Rusos,La Campiña; Las Quintas; Paredones; Ruben Jaramillo; San Rafael; Tepuche; Agua Caliente de los Monzon
25006,Los Salgueiro,""
25006,Los Tamales,Montebello
25006,Los Ántrax,Quila; Guadalupe Victoria
25006,Organización criminal de la familia Meza Flores,""
25007,Cártel de Los Beltrán Leyva,""
25007,Cártel de Sinaloa,""
25007,Cártel de Sinaloa (Los Guzmán),Yecorato; Bacayopa
25007,Cártel de Sinaloa (Los Zambada),Yecorato; Bacayopa
25007,Los Demonios,Santa Ana
25007,Los Jacobos,Real Blanco; El Mochiqui
25007,Los Mazatlecos,""
25007,Los Sierreños,Real Blanco; El Mochiqui
25007,Organización criminal de la familia Meza Flores,""
25008,Cártel de Sinaloa,""
25008,Cártel de Sinaloa (Los Guzmán),La Cruz Centro
25008,Cártel de Sinaloa (Los Zambada),La Cruz Centro
25008,Fuerzas Especiales Unión,""
25009,Cártel de Sinaloa,El Capomo
25009,Cártel de Sinaloa (Los Guzmán),El Roblito
25009,Cártel de Sinaloa (Los Zambada),""
25009,Los Cabrera,""
25009,Los Chimales,""
25009,Los Güeritos,""
25009,Los Ninis,""
25010,Cártel de Los Beltrán Leyva,""
25010,Cártel de Sinaloa,""
25010,Cártel de Sinaloa (Los Guzmán),Chinobampo
25010,Cártel de Sinaloa (Los Zambada),Chinobampo
25010,Los Chimales,""
25010,Los Güeritos,""
25010,Los Ninis,""
25010,Organización criminal de la familia Meza Flores,""
25011,Cártel de Los Arellano Félix,""
25011,Cártel de Los Beltrán Leyva,Las Glorias
25011,Cártel de Sinaloa,Las Glorias
25011,Cártel de Sinaloa (Los Zambada),""
25011,Los Mazatlecos,Gral. Juan José Ríos; Gabriel Leyva Solano
25011,Organización criminal de la familia Meza Flores,""
25012,Cártel de Los Arellano Félix,""
25012,Cártel de Los Beltrán Leyva,""
25012,Cártel de Sinaloa,""
25012,Cártel de Sinaloa (Los Guzmán),El Walamo; Zona Dorada; La Campiña
25012,Cártel de Sinaloa (Los Zambada),El Walamo; Villa Unión Centro; Zona Dorada
25012,Fuerzas Especiales Unión,Centro; Villa Unión Centro
25012,Los Cabrera,El Walamo
25012,Los Jordan,El Palmito
25012,Los Mazatlecos,""
25012,Los Primos,""
25012,Organización criminal de la familia Meza Flores,""
25013,Cártel de Sinaloa,El Platanar
25013,Cártel de Sinaloa (Los Guzmán),Pericos; La Huerta
25013,Cártel de Sinaloa (Los Zambada),Lagunillas
25013,Fuerzas Especiales Unión,Piedras Blancas
25013,Los Chimales,""
25013,Los Güeritos,""
25013,Los Mazatlecos,""
25013,Los Ninis,""
25014,Cártel Jalisco Nueva Generación,Cacalotán
25014,Cártel de Los Beltrán Leyva,""
25014,Cártel de Sinaloa (Los Guzmán),Cacalotán
25014,Cártel de Sinaloa (Los Zambada),""
25014,Fuerzas Especiales Unión,Cacalotán
25014,Los Cabrera,""
25014,Los CabreraMZ,""
25014,Los Chimales,""
25014,Los Güeritos,""
25014,Los Ninis,""
25015,Cártel de Sinaloa,Guamúchil
25015,Cártel de Sinaloa (Los Zambada),Guamúchil
25015,Los Mazatlecos,Guamúchil
25016,Cártel de Sinaloa,""
25016,Cártel de Sinaloa (Los Guzmán),""
25016,Cártel de Sinaloa (Los Zambada),Agua Caliente de los Yuriar
25016,Fuerzas Especiales Unión,Tres Sitios
25017,Cártel de Sinaloa (Los Zambada),Carrizalejo
25017,Los Cazadores,Santa Magdalena
25018,Cártel de Sinaloa,5 de Mayo (Col. El Debate); El Pintor
25018,Cártel de Sinaloa (Los Guzmán),Balbuena; Alfonso G. Calderón
25018,Cártel de Sinaloa (Los Zambada),Las Aguamitas; Bariometo; Campo San Luis; La Vuelta
25018,Fuerzas Especiales Avendaño,""
25018,Fuerzas Especiales Unión,""
25018,La Línea,Altata; Alfonso G. Calderón
25018,Los Chimales,""
25018,Los Güeritos,""
25018,Los Ninis,Bariometo
26000,Cártel Jalisco Nueva Generación,""
26000,Cártel de Caborca,""
26000,Cártel de Sinaloa,""
26000,Cártel de Sinaloa (Los Guzmán),""
26000,Cártel de Sinaloa (Los Zambada),""
26000,Cártel del Golfo,""
26000,El Tren de Aragua,""
26000,Los Bournes,""
26000,Los Cazadores,""
26000,Los Comanches,""
26000,Los Cuinis,""
26000,Los Deltas (Los Guzmán),""
26000,Los Deltas (Sonora),""
26000,Los Gigios,""
26000,Los Mazatlecos,""
26000,Los Memos (de Sonora y Durango),""
26000,Los Paredes,""
26000,Los Pelones,""
26000,Los Rusos,""
26000,Los Salazar,""
26000,Nuevo Cártel Independiente de Sonora,""
26002,La Plaza,""
26002,Los Paredes,""
26002,Los Salazar,""
26003,Cártel de Sinaloa,""
26003,Cártel de Sinaloa (Los Guzmán),Cerro Colorado (El Colorado)
26003,Los Salazar,""
26004,Cártel de Sinaloa (Los Guzmán),""
26004,La Barredora,""
26004,Los Alfa,""
26004,Los Cazadores,""
26004,Los Costeños,""
26004,Los Deltas,""
26004,Los Deltas (Los Guzmán),Buenos Aires
26004,Los Deltas (Sonora),""
26004,Los Demonios,""
26004,Los Fantasmas,""
26004,Los Pelones,""
26004,Los Ponchis,""
26004,Los Páez,""
26004,Los Salazar,""
26012,Los Antenas,""
26015,La Línea,""
26015,Los Bournes,""
26015,Los H,""
26015,Los Jaguares,""
26015,Los Paredes,""
26015,Los Salazar,""
26017,Cártel de Caborca,Puerta del Sol; Puerto Lobos; Caborca Centro
26017,Cártel de Sinaloa,""
26017,Cártel de Sinaloa (Los Guzmán),Burócrata; Puerta del Sol; Puerto Lobos; Caborca Centro
26017,La Barredora,Las Granjas
26017,Los Cazadores,Puerto Lobos
26017,Los Costeños,15 de Septiembre
26017,Los Deltas,""
26017,Los Deltas (Los Guzmán),Bicentenario de Caborca
26017,Los Deltas (Sonora),""
26017,Los Nieblas Ramírez,""
26017,Los Pelones,Bicentenario de Caborca
26017,Los Páez,15 de Septiembre; Puerto Lobos; Caborca Centro
26017,Los Rusos,Puerto Lobos
26017,Los Salazar,Caborca Centro; Parque Industrial
26018,Cártel Jalisco Nueva Generación,""
26018,Cártel de Caborca,""
26018,Cártel de Los Arellano Félix,""
26018,Cártel de Sinaloa (Los Guzmán),Cd. Obregón (Ciudad Obregón)
26018,Gente Nueva,""
26018,La Plaza,Cocorit; Ciudad Obregón Centro (Fundo Legal)
26018,Los 200,""
26018,Los Costeños,""
26018,Los Deltas,""
26018,Los Páez,""
26018,Los Salazar,Ciudad Obregón Centro (Fundo Legal); Cocorit; Zona de Granjas (Granjas Mica); Cd. Obregón (Ciudad Obregón)
26018,Organización criminal de la familia Meza Flores,""
26020,Los Deltas,""
26025,Cártel de Caborca,""
26025,La Plaza,Sahuaral
26025,Los Salazar,""
26026,Los Salazar,""
26029,Cártel de Caborca,Luis Donaldo Colosio
26029,Cártel de Sinaloa,""
26029,Cártel de Sinaloa (Los Zambada),""
26029,La Plaza,""
26029,Los Primos,""
26029,Los Páez,""
26029,Los Salazar,Guaymas Norte; Ocotillo II; Puerto Náutico de Bacochibampo; Loma Dorada
26029,Los Trinis,""
26029,Organización criminal de la familia Meza Flores,""
26030,Cártel Jalisco Nueva Generación,Bahía de Kino Centro
26030,Cártel de Caborca,Alta Riviera Residencial
26030,Cártel de Los Arellano Félix,""
26030,Cártel de Sinaloa,""
26030,Cártel de Sinaloa (Los Guzmán),""
26030,La Barredora,Alta Riviera Residencial
26030,La Plaza,Miguel Alemán Centro
26030,Los Cazadores,""
26030,Los Colombianos,Los Lagos
26030,Los Fantasmas,""
26030,Los Pelones,Dunas
26030,Los Páez,Libertad
26030,Los Salazar,Invasion Tres Reinas; Miguel Alemán Centro; Libertad
26030,Mata Salas,Hermosillo Centro; Insurgentes; Jacinto Lopez; Los Pinos; Carmen Serdán
26030,Nuevo Cártel de Juárez,El Mariachi
26033,Cártel de Sinaloa,""
26035,Cártel Jalisco Nueva Generación,""
26035,Cártel de Caborca,""
26035,Cártel de Sinaloa (Los Zambada),""
26035,Los Demonios,""
26035,Los Nieblas Ramírez,""
26035,Los Salazar,""
26036,Cártel Jalisco Nueva Generación,Fátima
26036,Cártel de Caborca,""
26036,Cártel de Sinaloa,""
26036,Cártel de Sinaloa (Los Zambada),La Cebolla; Magdalena de Kino Centro
26036,La Barredora,""
26036,Los Alfa,""
26036,Los Cazadores,""
26036,Los Costeños,""
26036,Los Demonios,La Cebolla; Magdalena de Kino Centro
26036,Los Fantasmas,""
26036,Los Nieblas Ramírez,La Cebolla; Magdalena de Kino Centro
26036,Los Paredes,""
26036,Los Ponchis,""
26036,Los Páez,""
26036,Los Salazar,La Cebolla; Magdalena de Kino Centro
26039,Los Paredes,""
26042,Cártel de Caborca,""
26042,Cártel de Sinaloa,""
26042,Los Salazar,""
26042,Nuevo Cártel Independiente de Sonora,""
26043,Cártel Jalisco Nueva Generación,""
26043,Cártel de Caborca,""
26043,Cártel de Los Arellano Félix,""
26043,Cártel de Sinaloa,""
26043,Cártel de Sinaloa (Los Guzmán),""
26043,El Chente,Las Bellotas; Pima II; Esperanza
26043,La Plaza,""
26043,Los Bacasegua,""
26043,Los Cazadores,""
26043,Los Costeños,""
26043,Los Deltas (Los Guzmán),""
26043,Los Demonios,Del Valle I; Colinas del Yaqui
26043,Los Gigios,Buenos Aires
26043,Los Paredes,""
26043,Los Páez,""
26043,Los Salazar,""
26043,Los Valenzuela,""
26047,Cártel de Sinaloa (Los Guzmán),La Ciénega
26047,Cártel de Sinaloa (Los Zambada),La Ciénega
26047,La Plaza,Puerto Libertad
26047,Los Deltas (Los Guzmán),""
26047,Los Salazar,Puerto Libertad
26048,Cártel de Caborca,""
26048,Cártel de Sinaloa (Los Guzmán),""
26048,Cártel de Sinaloa (Los Zambada),""
26048,La Plaza,""
26048,Los Deltas,""
26048,Los Rusos,Puerto
26048,Los Salazar,""
26051,Los Bournes,""
26051,Los Salazar,""
26055,Cártel de Caborca,""
26055,Cártel de Los Arellano Félix,""
26055,Cártel de Los Beltrán Leyva,""
26055,Cártel de Sinaloa,Topahue; Golfo de Santa Clara
26055,Cártel de Sinaloa (Los Guzmán),Jalisco; Golfo de Santa Clara
26055,La Plaza,""
26055,Los Cuates,""
26055,Los Deltas,""
26055,Los Paredes,""
26055,Los Pelones,""
26055,Los Rusos,Golfo de Santa Clara; Progreso; Topahue; Chula Vista I
26055,Los Salazar,""
26055,Mata Salas,""
26058,Cártel de Caborca,""
26058,Cártel de Sinaloa (Los Zambada),Estación Llano
26058,Los Alfa,""
26058,Los Demonios,Infonavit 2; Estación Llano
26058,Los Fantasmas,""
26058,Los Nieblas Ramírez,Estación Llano
26058,Los Paredes,""
26058,Los Ponchis,""
26058,Los Salazar,Estación Llano
26060,Los Alfa,""
26060,Los Cazadores,""
26060,Los Deltas,Sasabe; Saric
26060,Los Fantasmas,""
26060,Los Ponchis,""
26064,Los Cazadores,""
26064,Los Deltas (Los Guzmán),""
26069,Los Bournes,""
26070,Cártel de Caborca,Sonoyta Centro
26070,Cártel de Sinaloa,Sonoyta Centro
26070,Cártel de Sinaloa (Los Guzmán),Sonoyta Centro
26070,Cártel de Sinaloa (Los Zambada),Sonoyta Centro
26070,Los Deltas,Sonoyta Centro
26070,Los Nieblas Ramírez,Sonoyta Centro
26070,Los Pelones,Sonoyta Centro
26070,Los Salazar,Sonoyta Centro
27000,Cártel Jalisco Nueva Generación,""
27000,Cártel Tabasco Nueva Generación,""
27000,Cártel de Caborca,""
27000,Cártel de Sinaloa,""
27000,Cártel del Golfo,""
27000,Cártel del Noreste,""
27000,El Tren de Aragua,""
27000,Gente Nueva,""
27000,Gpo. Flechas Operativa M.Z.,""
27000,Izmaylovskaya,""
27000,La Barredora,""
27000,Los Cenobios,""
27000,Los Cuinis,""
27000,Los Zetas Vieja Escuela,""
27000,Mazukinskaya,""
27000,Podolskaya Bratva,""
27000,Pueblos Unidos Contra la Delincuencia,""
27000,Sangre Nueva Zeta,""
27000,Solntsevskaya Bratva,""
27002,Banda de la Chontalpa,Ignacio Gutiérrez Gómez (San Felipe); Nueva Esperanza; Poblado C-11 Jose Maria Morelos y Pavón; Poblado C-23 General Venustiano Carranza; El Porvenir
27002,Banda del Kalimba,Benito Juárez (La Playita)
27002,CNR,Benito Juárez (La Playita)
27002,Cártel Jalisco Nueva Generación,Habanero 2a. Sección (El Castaño)
27002,Cártel Tabasco Nueva Generación,""
27002,Cártel de Sinaloa,""
27002,Cártel del Golfo,""
27002,Cártel del Pelón de Playas,""
27002,Gente Nueva,""
27002,Huachicoleros de Gerardo Ovando,""
27002,La Barredora,Santa Maria de Guadalupe; Zapotal 3ra. Sección; Coronel Andrés Sánchez Magallanes
27002,La Limpia,Santa Rosalía
27002,Los Gopes,""
27002,Tropa del Infierno,Cárdenas Centro
27003,La Barredora,Barra de San Pedro
